input_utterance,paraphrase_value,paraphrase_template
Give the current part of the saga 4 points out of 6.,Assign a score of 4 out of 6 to the current installment in the saga.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
Can you play some fifties music by lavern baker,I'd like to listen to some fifties music by Lavern Baker. Can you play it?,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )
Play a 1964 track from Shahram Nazeri on Pandora.,"On Pandora, could you please play a track by Shahram Nazeri from the year 1964?","( SQ ( PP ( IN ) ( NP ) ) ( , ) ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) )"
Please play me some Satire music,"I would like to listen to Satire music, can you play it for me?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )"
When is Crime and Punishment U.S.A. showing?,Can you tell me the schedule for Crime and Punishment U.S.A.?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
find Fox Theatres with The Caretaker,locate Fox Theatres featuring The Caretaker,( S ( VP ( VB ) ( NP ) ) )
I would like to watch The Wedding Ring at the movie theatre,Is there a movie theatre playing The Wedding Ring that I can go to?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) )
I want to read the book The Lion Sleeps Tonight,Can you suggest a book called The Lion Sleeps Tonight that I can read?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) )
Where can I buy a used copy of the game called I Lie Around?,I'm looking to buy a pre-owned copy of the game called I Lie Around. Where can I find it?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ( SBARQ ( WHADVP ) ( SQ ) ) ( . ) )
please give me the cheapest flight from denver to pittsburgh,"I'm looking for the lowest priced flight from Denver to Pittsburg, can you help?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )"
i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,I'm looking for a flight departing from Milwaukee and going to Orlando. It should be scheduled for either Wednesday evening or Thursday morning.,( S ( S ( NP ) ( VP ) ) ( . ) ( S ( NP ) ( VP ) ) ( . ) )
what is the lowest fare from denver to pittsburgh,find me the least expensive fare for a trip from Denver to Pittsburgh,( S ( VP ( VB ) ( S ) ) )
what is the cheapest one way fare from boston to baltimore,can you find me the lowest fare for a single journey from Boston to Baltimore,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) )
what is the ground transportation from oakland to san francisco,what are the options for ground transportation between Oakland and San Francisco,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) )
can i get a rental car in dallas,I would like to know if I can get a rental car in Dallas.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
what airlines fly between boston and atlanta,list all the airlines that have flights from boston to atlanta,( S ( VP ( VB ) ( NP ) ) )
show me the airlines between boston and denver,provide a list of airlines connecting Boston and Denver,( S ( VP ( VB ) ( NP ) ) )
what does ls stand for,give me the definition of ls,( S ( VP ( VB ) ( NP ) ( NP ) ) )
what does dfw mean,define dfw,( S ( VP ( VB ) ( NP ) ) )
Terminate i-a541 now,Stop i-a541 now,( S ( VP ( VB ) ( NP ) ( ADVP ) ) )
Search for cooking videos,Look up videos on cooking,( S ( VP ( VB ) ( PRT ) ( NP ) ) )
Find most popular photos tagged #LOVE,Search for the most popular images labeled #LOVE,( S ( NP ( NP ) ( PP ) ) ( VP ( VBP ) ) )
Search for a few nice photos matching Opera House with size 1024px * 768px,Look for a couple of lovely images that are related to Opera House and have a resolution of 1024px * 768px,( S ( VP ( VB ) ( PP ) ) )
Are the burglar alarms in the office malfunctioning ?,Are the burglar alarms in the office not functioning properly?,( SQ ( VBP ) ( NP ( NP ) ( PP ) ) ( RB ) ( VP ( VBG ) ( ADVP ) ) ( . ) )
Is the TV in the house off ?,Is the television in the house switched off?,( SQ ( VBZ ) ( NP ( NP ) ( PP ) ) ( VP ( VBN ) ( PRT ) ) ( . ) )
Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,"I'm looking for an affordable hotel in the vicinity of Seattle for tomorrow, accommodating two guests. Any recommendations?",( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) )
Are there any cheap hotels for 7-day stay somewhere near Riverside,"I'm looking for inexpensive hotels where I can stay for 7 days, preferably near Riverside.",( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) )
Send an email to Phil telling her that ''I got you'',Send a message to Phil informing her about the phrase ''I'm here for you'',( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) )
Give me 5 conference articles about text mining,Find 5 conference articles related to text mining for me.,( S ( VP ( VB ) ( NP ) ) ( . ) )
I am looking for the latest scientific article related to Machine Learning,I need to find the newest scientific article about Machine Learning,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) )
Create a comment saying ''Best Voice Ever'',Compose a comment that states ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) )
Jump to the previous song,Go back to the previous song,( S ( VP ( VB ) ( ADVP ) ) )
Skip to the next song,Skip to the following song,( S ( VP ( VB ) ( PP ) ) )
Where can I upgrade my laptop ?,I need to know the location where I can upgrade my laptop.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) )
Could you offer three barbershops in Newtown,"I'm looking for three barbershops in Newtown, could you help me find them?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )"
Let me have top three convenience stores near Newtown,I'm interested in finding the top three convenience stores in the vicinity of Newtown. Could you help me with that?,( S ( NP ( PRP ) ) ( VP ( VP ) ( . ) ( SQ ) ) ( . ) )
I want reviews for McDonald's at Kensington st.,"I'm interested in knowing what people are saying about the McDonald's restaurant on Kensington st., can you find some reviews?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )"
How far is the closest cab,How long will it take to reach the closest cab?,( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )
Request a taxi from the airport to home,Can you arrange for a cab to pick me up from the airport and drop me off at home?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( SBAR ) ) ( . ) )
What is the forecast for Harrison-Crawford State Forest,What is the predicted weather for Harrison-Crawford State Forest?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ) ( . ) )
what is the forecast for colder in Anston,"tell me the forecast for Anston, but specifically for colder weather",( S ( VP ( VB ) ( NP ) ( NP ) ) )
How hot is it in Pesotum,Can you tell me the current weather in Pesotum?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033","Can you suggest a pub that serves Italian dressing and can accommodate a party of five on February 11, 2033?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) )
Book a taverna in Equatorial Guinea this month for nine people.,Make a reservation at a tavern in Equatorial Guinea during this month for a group of nine individuals.,( S ( VP ( VB ) ( NP ) ( PP ) ( PP ) ( PP ) ) ( . ) )
Book a table for eight people please,"I would like to make a reservation for a party of eight, please.",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
Please add Ruud Jolie to my playlist Guest List Polygon,Include Ruud Jolie in my Guest List Polygon playlist,( VP ( VB ) ( NP ( NP ) ( PP ) ) )
add this artist named Kirk Hammett to my playlist Party,add to my playlist Party the musician Kirk Hammett,( S ( VP ( VB ) ( PP ) ( NP ) ) )
I want to put a copy of this tune into Skatepark Punks,I'd like to include this track in Skatepark Punks.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
"I would give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6","Can you provide me with a review for With Lee in Virginia, A Story of the American Civil War chapter 4 from a total of 6 chapters?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
Rate this album two out of 6,Evaluate this album and give it a score of 2 out of 6.,( S ( VP ( VP ) ( CC ) ( VP ) ) ( . ) )
Give the current part of the saga 4 points out of 6.,Assign a score of 4 out of 6 to the current part of the saga.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
Can you play some fifties music by lavern baker,"I'd like to listen to some songs from the 1950s by Lavern Baker, can you make that happen?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )"
Play a 1964 track from Shahram Nazeri on Pandora.,Stream a track by Shahram Nazeri from the year 1964 on Pandora.,( S ( VP ( VB ) ( NP ) ) ( . ) )
Please play me some Satire music,"I'd like to listen to music with a satirical tone, please.",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
When is Crime and Punishment U.S.A. showing?,At what time can I watch Crime and Punishment U.S.A.?,( SBARQ ( WHPP ( IN ) ( WHNP ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )
find Fox Theatres with The Caretaker,locate Fox Theatres that are currently presenting The Caretaker,( S ( VP ( VB ) ( NP ) ) )
I would like to watch The Wedding Ring at the movie theatre,I'm interested in seeing The Wedding Ring. Is it playing at any movie theaters?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( . ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ( . ) )
I want to read the book The Lion Sleeps Tonight,Can you find me the book called The Lion Sleeps Tonight to read?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
find Join the Dots: B-sides and Rarities,look up Join the Dots: B-sides and Rarities,( S ( VP ( VB ) ( PRT ) ( S ) ) )
Where can I buy a used copy of the game called I Lie Around?,Where can I find a second-hand copy of the game called I Lie Around for sale?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )
please give me the cheapest flight from denver to pittsburgh,I would like to know the most affordable flight option from Denver to Pittsburgh.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,Is there any available flights from Milwaukee to Orlando? I prefer flying either on Wednesday evening or Thursday morning.,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ( PP ) ) ( . ) ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ( PP ) ) ( . ) )
what is the lowest fare from denver to pittsburgh,I'm looking for the most affordable fare from Denver to Pittsburgh. Can you help me with that?,( S ( NP ( PRP ) ) ( VP ( VP ) ( . ) ( SQ ) ) ( . ) )
what is the cheapest one way fare from boston to baltimore,Can you tell me the lowest cost for a single journey from Boston to Baltimore?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
what is the ground transportation from oakland to san francisco,how can I get from Oakland to San Francisco using public transportation?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )
can i get a rental car in dallas,can I find a rental car available in Dallas?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) )
what airlines fly between boston and atlanta,find me the airlines that have flights between Boston and Atlanta,( S ( VP ( VB ) ( S ) ) )
show me the airlines between boston and denver,find out which airlines fly between boston and denver,( S ( VP ( VB ) ( PRT ) ( SBAR ) ) )
what does ls stand for,Please explain the abbreviation ls.,( VP ( UH ) ( VP ( VB ) ( NP ) ) ( . ) )
what does dfw mean,define dfw,( S ( VP ( VB ) ( NP ) ) )
Terminate i-a541 now,Stop the i-a541 immediately,( S ( VP ( VB ) ( NP ) ( ADVP ) ) )
Search for cooking videos,Look for videos on how to cook,( S ( VP ( VB ) ( PP ) ) )
Find most popular photos tagged #LOVE,Find the top-rated photos labeled with #LOVE,( S ( VP ( VB ) ( NP ) ) )
Search for a few nice photos matching Opera House with size 1024px * 768px,Find a couple of stunning images that correspond to Opera House in the resolution of 1024 pixels by 768 pixels,( S ( VP ( VB ) ( NP ) ) )
Are the burglar alarms in the office malfunctioning ?,Are there any problems with the burglar alarms in the office?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( . ) )
Is the TV in the house off ?,Is the television switched off inside the residence?,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( VP ( VBN ) ( PRT ) ( PP ) ) ( . ) )
Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,"I'm looking for a cheap hotel near Seattle for tomorrow night, accommodating two people. Any suggestions?",( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) )
Are there any cheap hotels for 7-day stay somewhere near Riverside,Are there affordable accommodations available for a 7-day period near the Riverside area?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( ADJP ) ) ( . ) )
Send an email to Phil telling her that ''I got you'',Shoot a message to Phil letting her know that ''You're covered'',( S ( S ( VP ) ) ( VP ( VB ) ( SBAR ) ) ( '' ) ( '' ) )
Give me 5 conference articles about text mining,I'm looking for 5 conference articles on the topic of text mining.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) )
I am looking for the latest scientific article related to Machine Learning,I need to find the newest article on Machine Learning in the field of science.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) )
Create a comment saying ''Best Voice Ever'',Compose a comment expressing ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) )
Jump to the previous song,Go back to the previous song,( S ( VP ( VB ) ( ADVP ) ) )
Skip to the next song,Advance to the next track,( S ( VP ( VB ) ( PP ) ) )
Where can I upgrade my laptop ?,I am looking for locations where I can get my laptop upgraded. Do you have any recommendations?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ( SQ ( VBP ) ( NP ) ( VP ) ) ( . ) )
Could you offer three barbershops in Newtown,"I'm looking for three barbershops in Newtown, could you help me find them?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )"
Let me have top three convenience stores near Newtown,Can you find the top three convenience stores close to Newtown for me?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
I want reviews for McDonald's at Kensington st.,I'm looking for evaluations of the McDonald's restaurant on Kensington st.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) )
How far is the closest cab,How much distance is there to the closest cab?,( SBARQ ( WHNP ( WHADJP ) ( NN ) ) ( SQ ( VP ) ) ( . ) )
Request a taxi from the airport to home,Arrange for a cab to pick me up at the airport and drop me off at home,( S ( VP ( VB ) ( PP ) ( S ) ) )
What is the forecast for Harrison-Crawford State Forest,I would like to know what the weather will be like in Harrison-Crawford State Forest.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
what is the forecast for colder in Anston,can you provide the forecast for colder conditions in Anston,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) )
How hot is it in Pesotum,Can you tell me the current temperature in Pesotum?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033","Is there a pub that serves Italian dressing and can accommodate a party of 5 on February 11, 2033?",( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) )
Book a taverna in Equatorial Guinea this month for nine people.,Make a reservation at a taverna in Equatorial Guinea this month for a group of nine.,( S ( VP ( VB ) ( NP ) ( PP ) ( NP ) ( PP ) ) ( . ) )
Book a table for eight people please,I would like to make a reservation for a table of eight.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
Please add Ruud Jolie to my playlist Guest List Polygon,"Add Ruud Jolie to my Guest List Polynomial playlist, please.","( S ( VP ( VB ) ( NP ) ( PP ) ( , ) ( ADVP ) ) ( . ) )"
add this artist named Kirk Hammett to my playlist Party,add the artist Kirk Hammett to my Party playlist,( S ( VP ( VB ) ( NP ) ( PP ) ) )
I want to put a copy of this tune into Skatepark Punks,I would like to include this track in Skatepark Punks.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) )
"I would give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6","Can you give me a rating for With Lee in Virginia, A Story of the American Civil War chronicle 4 out of 6?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
Rate this album two out of 6,How would you rate this album from a scale of 1 to 6?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )
Give the current part of the saga 4 points out of 6.,Assign a rating of 4 out of 6 to the current part of the saga.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )
Can you play some fifties music by lavern baker,Could you please play me some fifties music performed by lavern baker?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) )
Play a 1964 track from Shahram Nazeri on Pandora.,Start playing a song by Shahram Nazeri that was recorded in 1964 on Pandora.,( S ( VP ( VB ) ( S ) ) ( . ) )
Please play me some Satire music,"I would like to listen to some Satire music, can you play it?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )"
When is Crime and Punishment U.S.A. showing?,Can you tell me when Crime and Punishment U.S.A. is playing?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) )
find Fox Theatres with The Caretaker,search for Fox Theatres that are showing The Caretaker,( NP ( NP ( NP ) ( PP ) ) ( SBAR ( WHNP ) ( S ) ) )
I would like to watch The Wedding Ring at the movie theatre,I'm interested in seeing The Wedding Ring film at the local theater.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( . ) )
I want to read the book The Lion Sleeps Tonight,Can you find me a copy of The Lion Sleeps Tonight book?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )
