input_utterance,intent,parameters,utterance_template,source,seed_id,p1,p1_template,p2,p2_template,p3,p3_template,p1_bertscore,p2_bertscore,p3_bertscore,p1_duplicate,p1_semantics,p1_correct,p2_duplicate,p2_semantics,p2_correct,p3_duplicate,p3_semantics,p3_correct,p1_ted,p2_ted,p3_ted
what does ls stand for,abbreviation,"[['meal_code', 'ls']]",( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),ATIS,50,Can you tell me the meaning of ls?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),Please explain the abbreviation ls.,( VP ( UH ) ( VP ( VB ) ( NP ) ) ( . ) ),I'd like to know what does ls mean.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),0.83569866,0.8462164,0.8784263,False,True,True,False,True,True,False,True,True,8.0,7.0,7.0
what does dfw mean,abbreviation,"[['airport_code', 'dfw']]",( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),ATIS,51,what is the meaning of dfw,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),define dfw,( S ( VP ( VB ) ( NP ) ) ),can you explain what dfw stands for,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( SBAR ) ) ),0.95050776,0.89814204,0.9056047,False,True,True,False,True,True,False,True,True,3.0,6.0,7.0
Terminate i-a541 now,EndEC2Instance,"[['VM', 'i-a541']]",( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),ParaQuality,1,End the i-a541 now,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),Stop the i-a541 immediately,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),Shutdown the i-a541 right away,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),0.95592725,0.94712013,0.9358027,False,True,True,False,True,True,False,True,True,0.0,0.0,0.0
Search for cooking videos,SearchWeb,"[['query', 'cooking videos']]",( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,2,Find videos about cooking,( S ( VP ( VB ) ( NP ) ) ),Look for videos on how to cook,( S ( VP ( VB ) ( PP ) ) ),Search for instructional videos on cooking,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),0.93604577,0.937894,0.9604767,False,True,True,False,True,True,False,True,True,4.0,4.0,0.0
Find most popular photos tagged #LOVE,SearchWeb,"[['Tag', '#LOVE']]",( S ( S ( VP ) ) ( VP ( VBP ) ) ),ParaQuality,3,Search for the most popular pictures with the hashtag #LOVE,( S ( VP ( VB ) ( PP ) ) ),Find the top-rated photos labeled with #LOVE,( S ( VP ( VB ) ( NP ) ) ),Discover the trending images tagged as #LOVE,( S ( VP ( VB ) ( NP ) ) ),0.9463865,0.9402421,0.9541778,False,True,True,False,True,True,False,True,True,3.0,3.0,3.0
Search for a few nice photos matching Opera House with size 1024px * 768px,SearchWeb,"[['size', '1024px * 768px'], ['query', 'Opera House']]",( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,4,Look for some beautiful pictures that match Opera House with dimensions of 1024px by 768px,( S ( VP ( VB ) ( PP ) ) ),Find a couple of stunning images that correspond to Opera House in the resolution of 1024 pixels by 768 pixels,( S ( VP ( VB ) ( NP ) ) ),Retrieve several high-quality photographs of the Opera House with a size specification of 1024 pixels width and 768 pixels height,( S ( VP ( VB ) ( NP ) ( PP ) ) ),0.9466851,0.91460043,0.8967618,False,True,True,False,True,True,False,True,True,4.0,4.0,5.0
Are the burglar alarms in the office malfunctioning ?,CheckDevice,"[['location', 'office']]",( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),ParaQuality,5,Do the burglar alarms in the office have a malfunction?,( SQ ( VBP ) ( NP ( DT ) ( NN ) ) ( VP ( NNS ) ( PP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),Are there any problems with the burglar alarms in the office?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( . ) ),Is there an issue with the burglar alarms in the office?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( . ) ),0.9699679,0.9400643,0.9432178,False,True,True,False,True,True,False,True,True,6.0,8.0,9.0
Is the TV in the house off ?,CheckDevice,"[['device', 'TV']]",( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),ParaQuality,6,Has the TV in the house been turned off?,( SQ ( VBZ ) ( NP ( NP ) ( PP ) ) ( VP ( VBN ) ( VP ) ) ( . ) ),Is the television switched off inside the residence?,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( VP ( VBN ) ( PRT ) ( PP ) ) ( . ) ),Did someone power down the TV at home?,( SQ ( VBD ) ( NP ( NN ) ) ( VP ( VB ) ( PRT ) ( NP ) ( PP ) ) ( . ) ),0.95732886,0.9455681,0.9092565,False,True,True,False,True,True,False,True,True,7.0,6.0,8.0
Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,FindHotel,"[['location', 'Seattle'], ['num_of_guests', '2']]",( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,7,Can you recommend a budget-friendly hotel in Seattle for tomorrow's stay with two people?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"I'm looking for a cheap hotel near Seattle for tomorrow night, accommodating two people. Any suggestions?",( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),Do you have any recommendations for an affordable hotel near Seattle available tomorrow to accommodate two people?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.9030298,0.90388423,0.8990061,False,True,True,False,True,True,False,True,True,7.0,7.0,7.0
Are there any cheap hotels for 7-day stay somewhere near Riverside,FindHotel,"[['location', 'Riverside'], ['stay_length', '7-day']]",( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( ADVP ( RB ) ( IN ) ( NP ) ) ),ParaQuality,8,Can you find any inexpensive lodging options for a week-long stay in or around Riverside?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Are there affordable accommodations available for a 7-day period near the Riverside area?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( ADJP ) ) ( . ) ),I'm looking for budget-friendly hotels that can accommodate a 7-day stay in or around Riverside. Can you help?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),0.92705053,0.9452176,0.90331364,False,True,True,False,True,True,False,True,True,8.0,5.0,12.0
Send an email to Phil telling her that ''I got you'',SendMail,"[['contact', 'Phil'], ['message', 'I got you']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),ParaQuality,9,"Compose and send an email to Phil, informing her that ''I have your back''","( S ( VP ( VB ) ( CC ) ( VB ) ( NP ) ( PP ) ( , ) ( S ) ) ( '' ) ( '' ) )",Shoot a message to Phil letting her know that ''You're covered'',( S ( S ( VP ) ) ( VP ( VB ) ( SBAR ) ) ( '' ) ( '' ) ),Drop a line to Phil expressing ''Got your back'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) ),0.93807375,0.9570365,0.91956925,False,True,True,False,True,True,False,True,True,3.0,3.0,1.0
Give me 5 conference articles about text mining,FindArticles,"[['query', 'text mining'], ['count', '5'], ['article_type', 'conference articles']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ),ParaQuality,10,Can you provide me with 5 conference articles related to text mining?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),I'm looking for 5 conference articles on the topic of text mining.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),Could you find 5 conference papers discussing text mining?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.92228585,0.9228577,0.91625845,False,True,True,False,True,True,False,True,True,6.0,6.0,6.0
I am looking for the latest scientific article related to Machine Learning,FindArticles,[],( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),ParaQuality,11,Can you find me the most recent scientific publication about Machine Learning?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I need to find the newest article on Machine Learning in the field of science.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),Is there a recent scientific paper that discusses Machine Learning that I can read?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) ),0.8671859,0.898227,0.86243945,False,True,True,False,True,True,False,True,True,6.0,2.0,7.0
Create a comment saying ''Best Voice Ever'',CreateComment,"[['value', 'Best Voice Ever']]",( S ( VP ( VB ) ( NP ) ) ( '' ) ),ParaQuality,12,Generate a comment that says ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) ),Compose a comment expressing ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) ),Make a comment stating ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) ),0.96072924,0.93898964,0.9919632,False,True,True,False,True,True,True,True,False,1.0,1.0,1.0
Jump to the previous song,NavigatePlaylist,[],( S ( VP ( VB ) ( PP ) ) ),ParaQuality,13,Switch to the previous song,( S ( VP ( VB ) ( PP ) ) ),Go back to the previous song,( S ( VP ( VB ) ( ADVP ) ) ),Skip to the last played song,( S ( VP ( VB ) ( PP ) ) ),0.9994617,0.95322114,0.942515,True,True,False,False,True,True,False,True,True,0.0,1.0,0.0
Skip to the next song,NavigatePlaylist,[],( S ( VP ( VB ) ( PP ) ) ),ParaQuality,14,Proceed to the following song,( S ( VP ( VB ) ( PP ) ) ),Advance to the next track,( S ( VP ( VB ) ( PP ) ) ),Jump to the succeeding song,( S ( VP ( VB ) ( PP ) ) ),0.92221564,0.9589521,0.94143337,False,True,True,False,True,True,False,True,True,0.0,0.0,0.0
Where can I upgrade my laptop ?,FindStores,"[['query', 'laptop']]",( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),ParaQuality,15,Can you suggest any places where I can upgrade my laptop?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),I am looking for locations where I can get my laptop upgraded. Do you have any recommendations?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ( SQ ( VBP ) ( NP ) ( VP ) ) ( . ) ),Do you know of any shops or service centers that offer laptop upgrades?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( PP ) ) ( . ) ),0.8989824,0.8869341,0.86503255,False,True,True,False,True,True,False,True,True,7.0,8.0,8.0
Could you offer three barbershops in Newtown,FindStores,"[['location', 'Newtown']]",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ),ParaQuality,16,Can you recommend three barbershops in Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"I'm looking for three barbershops in Newtown, could you help me find them?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )",Do you know of any barbershops in Newtown? I need to find three.,( S ( SQ ( VBP ) ( NP ) ( VP ) ) ( . ) ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),0.93410647,0.89940214,0.90029967,False,True,True,False,True,True,False,True,True,1.0,6.0,9.0
Let me have top three convenience stores near Newtown,FindStores,"[['location', 'Newtown'], ['business', 'convenience stores']]",( S ( VP ( VB ) ( S ) ) ),ParaQuality,17,Please show me the best three convenience stores near Newtown,( S ( NP ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),Can you find the top three convenience stores close to Newtown for me?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"I would like to know the top three convenience stores in the vicinity of Newtown, please",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),0.93770236,0.9074582,0.90258837,False,True,True,False,True,True,False,True,True,4.0,7.0,4.0
I want reviews for McDonald's at Kensington st.,GetReviews,"[['location', 'Kensington st.'], ['business', ""McDonald's""]]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ( PP ) ) ( . ) ),ParaQuality,18,Can you provide me with feedback on McDonald's located on Kensington st.?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),I'm looking for evaluations of the McDonald's restaurant on Kensington st.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),Please give me some reviews about the McDonald's branch at Kensington st.,( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.9175133,0.94966996,0.93821967,False,True,True,False,True,True,False,True,True,3.0,2.0,4.0
How far is the closest cab,FindTaxi,[],( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( VP ( VBZ ) ( NP ) ) ),ParaQuality,19,What is the distance to the nearest taxi?,( SBARQ ( WHNP ( WP ) ) ( SQ ( SQ ) ) ( . ) ),How much distance is there to the closest cab?,( SBARQ ( WHNP ( WHADJP ) ( NN ) ) ( SQ ( VP ) ) ( . ) ),What is the proximity of the nearest cab?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ) ( . ) ),0.9127885,0.92548704,0.91847473,False,True,True,False,True,True,False,True,True,7.0,7.0,5.0
Request a taxi from the airport to home,BookTaxi,"[['from', 'airport'], ['to', 'home']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ),ParaQuality,20,Order a taxi to take me from the airport back to my house,( S ( VP ( VB ) ( NP ) ( S ) ) ),Arrange for a cab to pick me up at the airport and drop me off at home,( S ( VP ( VB ) ( PP ) ( S ) ) ),Book a taxi for the journey from the airport to my place,( S ( VP ( VB ) ( NP ) ( PP ) ) ),0.94676936,0.8963311,0.9545862,False,True,True,False,True,True,False,True,True,1.0,1.0,0.0
What is the forecast for Harrison-Crawford State Forest,GetWeather,"[['geographic_poi', 'Harrison-Crawford State Forest']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),SNIPS,21,Can you tell me the weather forecast for Harrison-Crawford State Forest?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I would like to know what the weather will be like in Harrison-Crawford State Forest.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),What does the forecast say for Harrison-Crawford State Forest?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ( . ) ),0.9361989,0.93337905,0.9657988,False,True,True,False,True,True,False,True,True,8.0,6.0,4.0
what is the forecast for colder in Anston,GetWeather,"[['condition_temperature', 'colder'], ['city', 'Anston']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),SNIPS,22,what is the weather like in Anston for colder temperatures,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),can you provide the forecast for colder conditions in Anston,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ),could you tell me the projected weather for a drop in temperature in Anston,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),0.9290971,0.9301071,0.90326625,False,True,True,False,True,True,False,True,True,0.0,6.0,7.0
How hot is it in Pesotum,GetWeather,"[['condition_temperature', 'hot'], ['city', 'Pesotum']]",( SBARQ ( WHADJP ( WRB ) ( JJ ) ) ( VP ( VBZ ) ( NP ) ( PP ) ) ),SNIPS,23,What is the temperature in Pesotum?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( PP ) ) ( . ) ),Can you tell me the current temperature in Pesotum?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I would like to know how hot it is in Pesotum.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),0.94208604,0.91105986,0.92614204,False,True,True,False,True,True,False,True,True,5.0,8.0,8.0
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033",BookRestaurant,"[['restaurant_type', 'pub'], ['served_dish', 'italian dressing'], ['party_size_number', '5'], ['timeRange', 'February 11, 2033']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,24,"Can you find me a pub with Italian dressing where I can host a party for 5 people on February 11, 2033?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"Is there a pub that serves Italian dressing and can accommodate a party of 5 on February 11, 2033?",( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) ),"I'm planning to go to a pub with Italian dressing for my event on February 11, 2033. Can you help me find one?",( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),0.9200321,0.9214763,0.92640734,False,True,True,False,True,True,False,True,True,6.0,7.0,2.0
Book a taverna in Equatorial Guinea this month for nine people.,BookRestaurant,"[['restaurant_type', 'taverna'], ['country', 'Equatorial Guinea'], ['timeRange', 'this month'], ['party_size_number', 'nine']]",( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ( . ) ),SNIPS,25,Reserve a restaurant in Equatorial Guinea this month for nine individuals.,( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ( . ) ),Make a reservation at a taverna in Equatorial Guinea this month for a group of nine.,( S ( VP ( VB ) ( NP ) ( PP ) ( NP ) ( PP ) ) ( . ) ),Arrange to eat at a taverna in Equatorial Guinea this month with nine people.,( S ( VP ( VB ) ( S ) ) ( . ) ),0.9825666,0.9448802,0.93312824,True,True,False,False,True,True,False,True,True,0.0,1.0,3.0
Book a table for eight people please,BookRestaurant,"[['party_size_number', 'eight']]",( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),SNIPS,26,Please reserve a table for eight people.,( S ( NP ( UH ) ) ( VP ( VB ) ( NP ) ) ( . ) ),I would like to make a reservation for a table of eight.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Can you help me book a table for a group of eight?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),0.93240815,0.8822553,0.8904368,False,True,True,False,True,True,False,True,True,4.0,6.0,6.0
Please add Ruud Jolie to my playlist Guest List Polygon,AddToPlaylist,"[['artist', 'Ruud Jolie'], ['playlist_owner', 'my'], ['playlist', 'Guest List Polygon']]",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,27,Can you include Ruud Jolie in the playlist named Guest List Polygon?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"Add Ruud Jolie to my Guest List Polynomial playlist, please.","( S ( VP ( VB ) ( NP ) ( PP ) ( , ) ( ADVP ) ) ( . ) )",Could you please add Ruud Jolie to the playlist called Guest List Polygon?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( S ) ) ( . ) ),0.9097144,0.9191668,0.90976095,False,True,True,False,True,True,False,True,True,5.0,5.0,8.0
add this artist named Kirk Hammett to my playlist Party,AddToPlaylist,"[['music_item', 'artist'], ['artist', 'Kirk Hammett'], ['playlist_owner', 'my'], ['playlist', 'Party']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,28,include Kirk Hammett in my Party playlist,( S ( VP ( VB ) ( NP ) ) ),add the artist Kirk Hammett to my Party playlist,( S ( VP ( VB ) ( NP ) ( PP ) ) ),put Kirk Hammett in my Party playlist,( S ( VP ( VB ) ( NP ) ( PP ) ) ),0.91472024,0.949182,0.91685176,False,True,True,False,True,True,False,True,True,1.0,0.0,0.0
I want to put a copy of this tune into Skatepark Punks,AddToPlaylist,"[['music_item', 'tune'], ['playlist', 'Skatepark Punks']]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),SNIPS,29,Can you add this song to Skatepark Punks?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),I would like to include this track in Skatepark Punks.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Please insert a duplicate of this melody into Skatepark Punks.,( S ( WHNP ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.934643,0.9556083,0.94589096,False,True,True,False,True,True,False,True,True,6.0,3.0,6.0
"I would give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6",RateBook,"[['object_name', 'With Lee in Virginia, A Story of the American Civil War'], ['object_part_of_series_type', 'chronicle'], ['rating_value', '4'], ['best_rating', '6']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,30,"I want to rate With Lee in Virginia, A Story of the American Civil War chronicle 4 out of 6.",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),"Can you give me a rating for With Lee in Virginia, A Story of the American Civil War chronicle 4 out of 6?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"What is the rating for With Lee in Virginia, A Story of the American Civil War volume number 4?",( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ) ( . ) ),0.906153,0.886673,0.88240904,False,True,True,False,True,True,False,True,True,3.0,6.0,7.0
Rate this album two out of 6,RateBook,"[['object_select', 'this'], ['object_type', 'album'], ['rating_value', 'two'], ['best_rating', '6']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ),SNIPS,31,Give this album a rating of 2 on a scale of 6,( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ),How would you rate this album from a scale of 1 to 6?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),"On a rating scale from one to six, what rating would you give this album?","( PP ( PP ( IN ) ( NP ) ) ( , ) ( WHNP ( WDT ) ( NN ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) )",0.9007636,0.85060006,0.8304282,False,True,True,False,True,True,False,True,True,1.0,7.0,11.0
Give the current part of the saga 4 points out of 6.,RateBook,"[['object_select', 'current'], ['object_part_of_series_type', 'saga'], ['rating_value', '4'], ['rating_unit', 'points'], ['best_rating', '6']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),SNIPS,32,Rate the current episode of the saga with a score of 4 out of 6.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Assign a rating of 4 out of 6 to the current part of the saga.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Give a score of 4 out of 6 to the latest installment in the saga.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.92823654,0.92626333,0.9122942,False,True,True,False,True,True,False,True,True,1.0,1.0,1.0
